layTheoryWeight,anger,sadness,happiness,prob
0.9520749835682168,0.2845585239820745,0.4404727193717191,0.2136151591424656,0.0010000000000000002
0.9520749835682168,0.2845585239820745,0.4404727193717191,0.1515491395384406,0.0020000000000000005
0.9520749835682168,0.2845585239820745,0.32641858813189584,0.1515491395384406,0.0005000000000000001
0.9520749835682168,0.2845585239820745,0.4404727193717191,0.20029422961901264,0.004000000000000002
0.9520749835682168,0.2845585239820745,0.4404727193717191,0.039229606218054346,0.0025000000000000005
0.9520749835682168,0.41666414257605194,0.4404727193717191,0.20029422961901264,0.0010000000000000002
0.9160400753594008,0.41666414257605194,0.4404727193717191,0.20029422961901264,0.0020000000000000005
0.9463568088185433,0.41666414257605194,0.4404727193717191,0.20029422961901264,0.0014999999999999994
0.9463568088185433,0.06329079072042054,0.4404727193717191,0.20029422961901264,0.0010000000000000002
0.9463568088185433,0.06329079072042054,0.4404727193717191,0.2032579334243573,0.0005000000000000001
0.9463568088185433,0.06329079072042054,0.4404727193717191,0.24032899485849601,0.0005000000000000001
0.9093457460384078,0.06329079072042054,0.4404727193717191,0.24032899485849601,0.0005000000000000001
0.31291638391000837,0.06329079072042054,0.4404727193717191,0.24032899485849601,0.0005000000000000001
0.31291638391000837,0.34767721124166023,0.4404727193717191,0.24032899485849601,0.0005000000000000001
0.29459113174782403,0.34767721124166023,0.4404727193717191,0.24032899485849601,0.0010000000000000002
0.29459113174782403,0.34767721124166023,0.4404727193717191,0.1515491395384406,0.0005000000000000001
0.29459113174782403,0.34767721124166023,0.4404727193717191,0.6520498744958537,0.0010000000000000002
0.29459113174782403,0.41666414257605194,0.4404727193717191,0.6520498744958537,0.0010000000000000002
0.2908360820041903,0.41666414257605194,0.4404727193717191,0.6520498744958537,0.0014999999999999994
0.2908360820041903,0.41666414257605194,0.4404727193717191,0.19048524318935842,0.0005000000000000001
0.2908360820041903,0.053066030738810055,0.4404727193717191,0.19048524318935842,0.0005000000000000001
0.2908360820041903,0.021989399965269763,0.4404727193717191,0.19048524318935842,0.0005000000000000001
0.3459768343917099,0.021989399965269763,0.4404727193717191,0.19048524318935842,0.0020000000000000005
0.3459768343917099,0.2845585239820745,0.4404727193717191,0.19048524318935842,0.0020000000000000005
0.5913440225051972,0.2845585239820745,0.4404727193717191,0.19048524318935842,0.0005000000000000001
0.5913440225051972,0.06392980628215322,0.4404727193717191,0.19048524318935842,0.0010000000000000002
0.5913440225051972,0.06392980628215322,0.4404727193717191,0.039229606218054346,0.0010000000000000002
0.5913440225051972,0.06392980628215322,0.4404727193717191,0.06135972569022708,0.0010000000000000002
0.5913440225051972,0.41666414257605194,0.4404727193717191,0.06135972569022708,0.0005000000000000001
0.8350970914568674,0.41666414257605194,0.4404727193717191,0.06135972569022708,0.0020000000000000005
0.8350970914568674,0.41666414257605194,0.4404727193717191,0.13582585714891196,0.0010000000000000002
0.8350970914568674,0.4183168056207789,0.4404727193717191,0.13582585714891196,0.0005000000000000001
0.8350970914568674,0.41666414257605194,0.4404727193717191,0.1933769429928808,0.0005000000000000001
0.8350970914568674,0.41666414257605194,0.4404727193717191,0.017706431489525554,0.0005000000000000001
0.9627882517175841,0.41666414257605194,0.4404727193717191,0.06135972569022708,0.0010000000000000002
0.9627882517175841,0.4183168056207789,0.4404727193717191,0.06135972569022708,0.0005000000000000001
0.5345451092679507,0.41666414257605194,0.4404727193717191,0.06135972569022708,0.0005000000000000001
0.5345451092679507,0.41666414257605194,0.4404727193717191,0.014252731124813602,0.0005000000000000001
0.50990110997511,0.41666414257605194,0.4404727193717191,0.014252731124813602,0.0010000000000000002
0.50990110997511,0.06392980628215322,0.4404727193717191,0.014252731124813602,0.0010000000000000002
0.50990110997511,0.21551574851594513,0.4404727193717191,0.014252731124813602,0.0005000000000000001
0.50990110997511,0.2845585239820745,0.4404727193717191,0.014252731124813602,0.0010000000000000002
0.50990110997511,0.41666414257605194,0.4404727193717191,0.12898133834923314,0.0005000000000000001
0.50990110997511,0.41666414257605194,0.4404727193717191,0.04974945045602571,0.0005000000000000001
0.4717712386272273,0.41666414257605194,0.4404727193717191,0.04974945045602571,0.0010000000000000002
0.4717712386272273,0.01567088005219551,0.4404727193717191,0.04974945045602571,0.0010000000000000002
0.4717712386272273,0.06729196058573673,0.4404727193717191,0.04974945045602571,0.0010000000000000002
0.4717712386272273,0.06729196058573673,0.4404727193717191,0.9906764768992361,0.0005000000000000001
0.4717712386272273,0.06729196058573673,0.4404727193717191,0.06901405989857007,0.0005000000000000001
0.4717712386272273,0.06729196058573673,0.4404727193717191,0.06135972569022708,0.0010000000000000002
0.4717712386272273,0.06729196058573673,0.4404727193717191,0.09612174041529188,0.0005000000000000001
0.4717712386272273,0.06729196058573673,0.4404727193717191,0.13582585714891196,0.0005000000000000001
0.4717712386272273,0.06729196058573673,0.4404727193717191,0.11566936209302077,0.0020000000000000005
0.4717712386272273,0.2845585239820745,0.4404727193717191,0.11566936209302077,0.0005000000000000001
0.6719234710976617,0.2845585239820745,0.4404727193717191,0.11566936209302077,0.0014999999999999994
0.6719234710976617,0.2845585239820745,0.4404727193717191,0.1515491395384406,0.0010000000000000002
0.6719234710976617,0.2845585239820745,0.4404727193717191,0.039229606218054346,0.0005000000000000001
0.6719234710976617,0.2845585239820745,0.4404727193717191,0.13582585714891196,0.0005000000000000001
0.6719234710976617,0.4183168056207789,0.4404727193717191,0.13582585714891196,0.0005000000000000001
0.6719234710976617,0.4183168056207789,0.4404727193717191,0.011941952416841123,0.0020000000000000005
0.6719234710976617,0.4183168056207789,0.4404727193717191,0.2136151591424656,0.0014999999999999994
0.6719234710976617,0.4183168056207789,0.4404727193717191,0.9906764768992361,0.0010000000000000002
0.6719234710976617,0.2845585239820745,0.4404727193717191,0.9906764768992361,0.0010000000000000002
0.6719234710976617,0.41666414257605194,0.4404727193717191,0.9906764768992361,0.0010000000000000002
0.6719234710976617,0.07429436349967575,0.4404727193717191,0.9906764768992361,0.0010000000000000002
0.6719234710976617,0.07429436349967575,0.32641858813189584,0.9906764768992361,0.0005000000000000001
0.6719234710976617,0.07429436349967575,0.4404727193717191,0.0494679713159635,0.0005000000000000001
0.6719234710976617,0.07429436349967575,0.4404727193717191,0.13582585714891196,0.0005000000000000001
0.8261312660784739,0.07429436349967575,0.4404727193717191,0.13582585714891196,0.0020000000000000005
0.8261312660784739,0.07429436349967575,0.32641858813189584,0.13582585714891196,0.0010000000000000002
0.8261312660784739,0.41666414257605194,0.4404727193717191,0.13582585714891196,0.0010000000000000002
0.8261312660784739,0.41666414257605194,0.4404727193717191,0.20029422961901264,0.0010000000000000002
0.8261312660784739,0.41666414257605194,0.4404727193717191,0.123472258412426,0.0005000000000000001
0.9748738652530078,0.41666414257605194,0.4404727193717191,0.123472258412426,0.0005000000000000001
0.9748738652530078,0.41666414257605194,0.32641858813189584,0.123472258412426,0.0005000000000000001
0.9748738652530078,0.2845585239820745,0.32641858813189584,0.123472258412426,0.0005000000000000001
0.9748738652530078,0.2845585239820745,0.32641858813189584,0.2136151591424656,0.0010000000000000002
0.9748738652530078,0.2845585239820745,0.4404727193717191,0.2136151591424656,0.0014999999999999994
0.9748738652530078,0.2845585239820745,0.4404727193717191,0.1933769429928808,0.0005000000000000001
0.9788789730795616,0.2845585239820745,0.4404727193717191,0.1933769429928808,0.0045
0.9788789730795616,0.2845585239820745,0.4404727193717191,0.123472258412426,0.0010000000000000002
0.9788789730795616,0.41666414257605194,0.4404727193717191,0.123472258412426,0.0020000000000000005
0.9788789730795616,0.41666414257605194,0.4404727193717191,0.1515491395384406,0.0005000000000000001
0.9788789730795616,0.41666414257605194,0.4404727193717191,0.039229606218054346,0.0010000000000000002
0.9788789730795616,0.41666414257605194,0.4404727193717191,0.23032066094043932,0.0010000000000000002
0.9801783419785288,0.41666414257605194,0.4404727193717191,0.23032066094043932,0.0014999999999999994
0.9801783419785288,0.2845585239820745,0.4404727193717191,0.23032066094043932,0.0010000000000000002
0.9801783419785288,0.41666414257605194,0.4404727193717191,0.16996936278895486,0.002999999999999999
0.9801783419785288,0.41666414257605194,0.4404727193717191,0.20655500089291232,0.0005000000000000001
0.9801783419785288,0.41666414257605194,0.4404727193717191,0.1515491395384406,0.0005000000000000001
0.9801783419785288,0.41666414257605194,0.4404727193717191,0.13582585714891196,0.0010000000000000002
0.9801783419785288,0.41666414257605194,0.4404727193717191,0.31045774120213654,0.0005000000000000001
0.9801783419785288,0.4183168056207789,0.4404727193717191,0.31045774120213654,0.0010000000000000002
0.7595051346480066,0.4183168056207789,0.4404727193717191,0.31045774120213654,0.0020000000000000005
0.7595051346480066,0.4183168056207789,0.4404727193717191,0.123472258412426,0.0005000000000000001
0.43557975773933233,0.4183168056207789,0.4404727193717191,0.123472258412426,0.0025000000000000005
0.43557975773933233,0.4183168056207789,0.4404727193717191,0.20655500089291232,0.0005000000000000001
0.43557975773933233,0.41666414257605194,0.4404727193717191,0.20655500089291232,0.0005000000000000001
0.44426952004056175,0.41666414257605194,0.4404727193717191,0.20655500089291232,0.0010000000000000002
0.44426952004056175,0.41666414257605194,0.4404727193717191,0.22665103004762546,0.0005000000000000001
0.802611538744368,0.41666414257605194,0.4404727193717191,0.22665103004762546,0.0005000000000000001
0.746148555146919,0.41666414257605194,0.4404727193717191,0.22665103004762546,0.0005000000000000001
0.746148555146919,0.41666414257605194,0.4404727193717191,0.30805405825952475,0.0005000000000000001
0.7751222230700202,0.41666414257605194,0.4404727193717191,0.30805405825952475,0.0010000000000000002
0.7751222230700202,0.41666414257605194,0.32641858813189584,0.30805405825952475,0.0005000000000000001
0.7715043367313726,0.41666414257605194,0.32641858813189584,0.30805405825952475,0.0005000000000000001
0.7715043367313726,0.41666414257605194,0.4404727193717191,0.30805405825952475,0.0010000000000000002
0.7715043367313726,0.41666414257605194,0.29312680637979,0.30805405825952475,0.0005000000000000001
0.8991764064747776,0.41666414257605194,0.4404727193717191,0.30805405825952475,0.0010000000000000002
0.8991764064747776,0.2845585239820745,0.4404727193717191,0.30805405825952475,0.0005000000000000001
0.8991764064747776,0.4183168056207789,0.4404727193717191,0.30805405825952475,0.0005000000000000001
0.8991764064747776,0.4183168056207789,0.4404727193717191,0.039229606218054346,0.003500000000000001
0.8991764064747776,0.41666414257605194,0.4404727193717191,0.039229606218054346,0.0005000000000000001
0.8991764064747776,0.2845585239820745,0.4404727193717191,0.039229606218054346,0.0005000000000000001
0.903719320023921,0.4183168056207789,0.4404727193717191,0.039229606218054346,0.0005000000000000001
0.903719320023921,0.4183168056207789,0.4404727193717191,0.20029422961901264,0.0010000000000000002
0.903719320023921,0.2845585239820745,0.4404727193717191,0.20029422961901264,0.0010000000000000002
0.903719320023921,0.2845585239820745,0.4404727193717191,0.1515491395384406,0.0020000000000000005
0.903719320023921,0.41666414257605194,0.4404727193717191,0.1515491395384406,0.0005000000000000001
0.903719320023921,0.2845585239820745,0.4404727193717191,0.5595628542494089,0.0005000000000000001
